cpu_usage,mem_usage
3041.0,126972.0
3215.0,148576.0
3260.0,149588.0
3284.0,150000.0
3304.0,152136.0
3311.0,153196.0
3319.0,153248.0
3330.0,153252.0
3333.0,153424.0
3038.0,153576.0
3065.0,153576.0
3087.0,153576.0
3107.0,153608.0
3125.0,154000.0
3139.0,154000.0
3154.0,154260.0
3167.0,154260.0
3177.0,154556.0
3185.0,154640.0
3194.0,154640.0
3203.0,154640.0
3210.0,154640.0
3218.0,154640.0
3222.0,154640.0
3230.0,154824.0
3236.0,155052.0
3132.0,155052.0
3139.0,155056.0
3146.0,155056.0
3153.0,155276.0
3161.0,155276.0
3166.0,155436.0
3171.0,155436.0
3177.0,155436.0
3182.0,155436.0
3187.0,155440.0
3192.0,155548.0
3196.0,155548.0
3200.0,155604.0
3204.0,155604.0
3208.0,155604.0
3212.0,155604.0
3216.0,155604.0
3151.0,155604.0
3155.0,155864.0
3160.0,155864.0
3166.0,155868.0
3170.0,155868.0
3174.0,155868.0
3178.0,155868.0
3181.0,155868.0
3185.0,155868.0
3188.0,155868.0
3191.0,155868.0
3194.0,155868.0
3197.0,155868.0
3200.0,155868.0
3203.0,155868.0
3205.0,155872.0
3208.0,155872.0
3162.0,155876.0
3165.0,155880.0
3168.0,155880.0
3171.0,155880.0
3174.0,155880.0
3177.0,155880.0
3180.0,155880.0
3182.0,155880.0
3185.0,155880.0
3187.0,155880.0
3190.0,155880.0
3193.0,155880.0
3196.0,155884.0
3198.0,155884.0
3201.0,155980.0
3203.0,155980.0
3167.0,155980.0
3170.0,155980.0
3172.0,156100.0
3174.0,156100.0
3176.0,156100.0
3178.0,156100.0
3180.0,156128.0
3183.0,156128.0
3185.0,156128.0
3187.0,156340.0
3189.0,156340.0
3191.0,156340.0
3193.0,156340.0
3195.0,156340.0
3197.0,156340.0
3199.0,156340.0
3201.0,156340.0
3171.0,156340.0
3173.0,156340.0
3175.0,156340.0
3177.0,156340.0
3179.0,156348.0
3181.0,156448.0
3183.0,156448.0
3184.0,156448.0
3186.0,156448.0
3188.0,156448.0
3190.0,156448.0
3192.0,156448.0
3194.0,156448.0
3195.0,156448.0
3197.0,156588.0
3198.0,156588.0
3172.0,156588.0
3175.0,156588.0
3176.0,156588.0
3178.0,156588.0
3179.0,156588.0
3181.0,156588.0
3182.0,156588.0
3184.0,156588.0
3185.0,156588.0
3187.0,156588.0
3188.0,156588.0
3189.0,156588.0
3191.0,156588.0
3192.0,156588.0
3194.0,156588.0
3195.0,156588.0
3197.0,156700.0
3174.0,156700.0
3176.0,156700.0
3177.0,156700.0
3179.0,156700.0
3180.0,156700.0
3182.0,156700.0
3183.0,156700.0
3184.0,156700.0
3186.0,156700.0
3187.0,156704.0
3188.0,156704.0
3190.0,156704.0
3191.0,156704.0
3192.0,156704.0
3193.0,156704.0
3195.0,156704.0
3196.0,156704.0
3176.0,156704.0
3177.0,157000.0
3179.0,157000.0
3180.0,157000.0
3181.0,157000.0
3183.0,157000.0
3184.0,157000.0
3185.0,157000.0
3186.0,157000.0
3188.0,157000.0
3189.0,157000.0
3190.0,157000.0
3191.0,157000.0
3192.0,157000.0
3193.0,157000.0
3194.0,157000.0
3196.0,157000.0
3178.0,157304.0
3180.0,157304.0
3181.0,157364.0
3182.0,157364.0
3183.0,157364.0
3184.0,157364.0
3185.0,157364.0
3186.0,157364.0
3187.0,157364.0
3188.0,157364.0
3189.0,157364.0
3190.0,157364.0
3191.0,157384.0
3192.0,157384.0
3193.0,157384.0
3194.0,157384.0
3178.0,157384.0
3180.0,157384.0
3181.0,157384.0
3182.0,157384.0
3183.0,157384.0
3184.0,157384.0
3185.0,157384.0
3186.0,157384.0
3186.0,157388.0
3188.0,157388.0
3189.0,157388.0
3190.0,157388.0
3191.0,157388.0
3192.0,157388.0
3192.0,157388.0
3193.0,157388.0
3194.0,157396.0
3180.0,157396.0
3180.0,157396.0
3181.0,157396.0
3182.0,157396.0
3183.0,157396.0
3184.0,157396.0
3185.0,157396.0
3186.0,157396.0
3187.0,157396.0
3188.0,157396.0
3189.0,157396.0
3190.0,157396.0
3190.0,157396.0
3191.0,157396.0
3192.0,157396.0
3193.0,157396.0
3194.0,157412.0
3180.0,157412.0
3181.0,157412.0
3182.0,157412.0
3183.0,157416.0
3184.0,157416.0
3185.0,157416.0
3186.0,157416.0
3187.0,157416.0
3187.0,157416.0
3188.0,157416.0
3189.0,157416.0
3190.0,157416.0
3191.0,157588.0
3191.0,157588.0
3192.0,157588.0
3193.0,157588.0
3181.0,157588.0
3182.0,157588.0
3182.0,157588.0
3183.0,157608.0
3184.0,157976.0
3185.0,157976.0
3186.0,157976.0
3186.0,157976.0
3187.0,157976.0
3188.0,157976.0
3189.0,157976.0
3189.0,157976.0
3190.0,157976.0
3191.0,158012.0
3192.0,158012.0
3193.0,158096.0
3181.0,158096.0
3182.0,158096.0
3183.0,158096.0
3183.0,158096.0
3184.0,158096.0
3185.0,158096.0
3186.0,158096.0
3186.0,158096.0
3187.0,158096.0
3187.0,158096.0
3188.0,158100.0
3189.0,158100.0
3190.0,158100.0
3190.0,158100.0
3191.0,158100.0
3192.0,158184.0
3193.0,158184.0
3182.0,158184.0
3182.0,158184.0
3183.0,158184.0
3184.0,158184.0
3185.0,158184.0
3185.0,158184.0
3186.0,158184.0
3187.0,158184.0
3187.0,158188.0
3188.0,158188.0
3189.0,158188.0
3189.0,158188.0
3190.0,158188.0
3191.0,158188.0
3191.0,158188.0
3192.0,158188.0
3182.0,158188.0
3183.0,158188.0
3183.0,158188.0
3184.0,158188.0
3184.0,158188.0
3185.0,158188.0
3186.0,158188.0
3186.0,158188.0
3187.0,158188.0
3188.0,158188.0
3188.0,158188.0
3189.0,158188.0
3189.0,158476.0
3190.0,158476.0
3191.0,158476.0
3191.0,158476.0
3192.0,158476.0
3182.0,158476.0
3183.0,158476.0
3183.0,158476.0
3184.0,158476.0
3185.0,158476.0
3185.0,158476.0
3186.0,158476.0
3186.0,158476.0
3187.0,158476.0
3188.0,158476.0
3188.0,158476.0
3189.0,158476.0
3189.0,158476.0
3190.0,158476.0
3190.0,158476.0
3191.0,158476.0
3191.0,158476.0
3192.0,158476.0
3183.0,158476.0
3183.0,158476.0
3184.0,158476.0
3185.0,158476.0
3185.0,158476.0
3186.0,158476.0
3186.0,158476.0
3187.0,158476.0
3187.0,158476.0
3188.0,158476.0
3189.0,158476.0
3189.0,158476.0
3190.0,158476.0
3190.0,158476.0
3191.0,158476.0
3191.0,158476.0
3192.0,158476.0
3183.0,158476.0
3184.0,158476.0
3185.0,158476.0
3185.0,158476.0
3186.0,158476.0
3186.0,158476.0
3187.0,158476.0
3187.0,158476.0
3188.0,158476.0
3188.0,158476.0
3189.0,158476.0
3189.0,158476.0
3190.0,158476.0
3190.0,158476.0
3191.0,158476.0
3191.0,158476.0
3183.0,158476.0
3184.0,158476.0
3184.0,158476.0
3185.0,158476.0
3185.0,158476.0
3186.0,158476.0
3186.0,158476.0
3187.0,158476.0
3187.0,158476.0
3188.0,158476.0
3189.0,158476.0
3189.0,158476.0
3190.0,158476.0
3190.0,158476.0
3191.0,158476.0
3191.0,158476.0
3183.0,158476.0
3184.0,158476.0
3184.0,158476.0
3185.0,158476.0
3185.0,158476.0
3186.0,158476.0
3186.0,158476.0
3187.0,158476.0
3187.0,158476.0
3188.0,158476.0
3188.0,158476.0
3189.0,158476.0
3189.0,158476.0
3190.0,158476.0
3190.0,158476.0
3190.0,158476.0
3191.0,158476.0
3184.0,158476.0
3184.0,158476.0
3185.0,158648.0
3185.0,158648.0
3185.0,158648.0
3186.0,158648.0
3186.0,158648.0
3187.0,158648.0
3187.0,158648.0
3188.0,158648.0
3188.0,158648.0
3189.0,158648.0
3189.0,158648.0
3190.0,158648.0
3190.0,158748.0
3191.0,158748.0
3191.0,158748.0
3184.0,158748.0
3184.0,158748.0
3185.0,158748.0
3185.0,158748.0
3186.0,158748.0
3186.0,158748.0
3187.0,158748.0
3187.0,158748.0
3188.0,158748.0
3188.0,158748.0
3189.0,158748.0
3189.0,158748.0
3189.0,158748.0
3190.0,158748.0
3191.0,158748.0
3191.0,158748.0
3184.0,158748.0
3185.0,158748.0
3185.0,158748.0
3185.0,158748.0
3186.0,158748.0
3186.0,158748.0
3187.0,158748.0
3187.0,158748.0
3188.0,158748.0
3188.0,158748.0
3189.0,158748.0
3189.0,158748.0
3190.0,158752.0
3190.0,158752.0
3190.0,158752.0
3191.0,158752.0
3184.0,158752.0
3185.0,158752.0
3185.0,158752.0
3185.0,158752.0
3186.0,158956.0
3186.0,158956.0
3187.0,158956.0
3187.0,158956.0
3188.0,158956.0
3188.0,158980.0
3189.0,158980.0
3189.0,158980.0
3189.0,158980.0
3190.0,158980.0
3190.0,158980.0
3184.0,158980.0
3184.0,158980.0
3185.0,158980.0
3185.0,158980.0
3186.0,158980.0
3186.0,158980.0
3187.0,158980.0
3187.0,158980.0
3187.0,158980.0
3188.0,158980.0
3188.0,158980.0
3189.0,158980.0
3189.0,158980.0
3189.0,158980.0
3190.0,158980.0
3190.0,158980.0
3190.0,158980.0
3184.0,158980.0
3185.0,158980.0
3185.0,158980.0
3185.0,158980.0
3186.0,158980.0
3186.0,158980.0
3187.0,158980.0
3187.0,158980.0
3187.0,158980.0
3188.0,158980.0
3188.0,158984.0
3189.0,158984.0
3189.0,158984.0
3189.0,158984.0
3190.0,158984.0
3190.0,158984.0
3190.0,158984.0
3184.0,158984.0
3185.0,158984.0
3185.0,158984.0
3186.0,158984.0
3186.0,158984.0
3186.0,158984.0
3187.0,158984.0
3187.0,158984.0
3188.0,158984.0
3188.0,158984.0
3188.0,158984.0
3189.0,158984.0
3189.0,158984.0
3189.0,158984.0
3190.0,158984.0
3190.0,158984.0
3184.0,158984.0
3185.0,158984.0
3185.0,158984.0
3186.0,158984.0
3186.0,158984.0
3186.0,158984.0
3187.0,158996.0
3187.0,158996.0
3188.0,158996.0
3188.0,158996.0
3188.0,158996.0
3189.0,158996.0
3189.0,158996.0
3190.0,158996.0
3190.0,158996.0
3190.0,158996.0
3185.0,158996.0
3185.0,158996.0
3185.0,158996.0
3186.0,158996.0
3186.0,158996.0
3186.0,158996.0
3187.0,158996.0
3187.0,158996.0
3188.0,158996.0
3188.0,158996.0
3188.0,159044.0
3189.0,159044.0
3189.0,159044.0
3189.0,159044.0
3190.0,159044.0
3190.0,159048.0
3185.0,159048.0
3185.0,159048.0
3185.0,159048.0
3186.0,159048.0
3186.0,159048.0
3187.0,159048.0
3187.0,159048.0
3187.0,159048.0
3188.0,159048.0
3188.0,159048.0
3188.0,159048.0
3189.0,159052.0
3189.0,159052.0
3189.0,159052.0
3190.0,159052.0
3190.0,159052.0
3185.0,159052.0
3185.0,159052.0
3185.0,159052.0
3186.0,159052.0
3186.0,159052.0
3186.0,159060.0
3187.0,159060.0
3187.0,159060.0
3187.0,159060.0
3188.0,159060.0
3188.0,159060.0
3188.0,159060.0
3189.0,159060.0
3189.0,159060.0
3189.0,159060.0
3190.0,159060.0
3190.0,159060.0
3185.0,159060.0
3185.0,159060.0
3186.0,159060.0
3186.0,159060.0
3186.0,159060.0
3187.0,159060.0
3187.0,159060.0
3187.0,159060.0
3188.0,159060.0
3188.0,159060.0
3188.0,159060.0
3188.0,159060.0
3189.0,159060.0
3189.0,159060.0
3189.0,159060.0
3190.0,159060.0
3185.0,159060.0
3185.0,159060.0
3185.0,159060.0
3186.0,159060.0
3186.0,159060.0
3186.0,159060.0
3187.0,159060.0
3187.0,159200.0
3187.0,159200.0
3188.0,159200.0
3188.0,159200.0
3188.0,159200.0
3189.0,159200.0
3189.0,159200.0
3189.0,159200.0
3190.0,159200.0
3190.0,159200.0
3185.0,159200.0
3185.0,159200.0
3186.0,159200.0
3186.0,159200.0
3186.0,159200.0
3187.0,159200.0
3187.0,159200.0
3187.0,159200.0
3187.0,159200.0
3188.0,159200.0
3188.0,159200.0
3188.0,159200.0
3189.0,159200.0
3189.0,159200.0
3189.0,159200.0
3190.0,159200.0
3190.0,159200.0
3185.0,159200.0
3186.0,159200.0
3186.0,159200.0
3186.0,159200.0
3186.0,159200.0
3187.0,159200.0
3187.0,159200.0
3187.0,159200.0
3188.0,159200.0
3188.0,159200.0
3188.0,159200.0
3189.0,159200.0
3189.0,159200.0
3189.0,159200.0
3189.0,159200.0
3190.0,159200.0
3185.0,159200.0
3185.0,159200.0
3186.0,159200.0
3186.0,159200.0
3186.0,159200.0
3187.0,159200.0
3187.0,159200.0
3187.0,159200.0
3188.0,159200.0
3188.0,159240.0
3188.0,159240.0
3188.0,159240.0
3189.0,159240.0
3189.0,159240.0
3189.0,159332.0
3190.0,159332.0
3185.0,159332.0
3186.0,159332.0
3186.0,159332.0
3186.0,159332.0
3186.0,159332.0
3187.0,159332.0
3187.0,159332.0
3187.0,159332.0
3188.0,159332.0
3188.0,159332.0
3188.0,159332.0
3188.0,159332.0
3189.0,159332.0
3189.0,159332.0
3189.0,159332.0
3189.0,159332.0
3190.0,159332.0
3185.0,159332.0
3186.0,159332.0
3186.0,159332.0
3186.0,159332.0
3186.0,159332.0
3187.0,159332.0
3187.0,159332.0
3187.0,159332.0
3187.0,159332.0
3188.0,159332.0
3188.0,159332.0
3188.0,159332.0
3188.0,159332.0
3189.0,159332.0
3189.0,159332.0
3189.0,159332.0
3190.0,159332.0
3185.0,159332.0
3186.0,159332.0
3186.0,159332.0
3186.0,159332.0
3187.0,159332.0
3187.0,159332.0
3187.0,159332.0
3187.0,159332.0
3188.0,159332.0
3188.0,159332.0
3188.0,159332.0
3188.0,159332.0
3189.0,159332.0
3189.0,159332.0
3189.0,159332.0
3190.0,159332.0
3185.0,159332.0
3186.0,159332.0
3186.0,159332.0
3186.0,159332.0
3186.0,159332.0
3187.0,159332.0
3187.0,159332.0
3187.0,159332.0
3187.0,159332.0
3188.0,159332.0
3188.0,159332.0
3188.0,159332.0
3188.0,159332.0
3189.0,159332.0
3189.0,159332.0
3189.0,159332.0
3189.0,159332.0
3185.0,159332.0
3186.0,159332.0
3186.0,159332.0
3186.0,159332.0
3187.0,159332.0
3187.0,159332.0
3187.0,159332.0
3187.0,159332.0
